Sinigeze numva umuntu n'umwe akora ibintu nk'ibi	I have never heard of anyone doing such a thing
 Pawulo yishwe kubwo kwizera.	 Paul was killed for his faith.
Umwana we akunda.”	his beloved Son. ”
Kwari ukuri 	It was the truth
Abafarisayo bambaye ubusa	The Pharisees are naked
Reka mubyara wawe Ryangombe agende	Let your cousin Ryangombe go
ibyiza by’igihugu bitagera ku bantu bose 	the good of the country that does not reach all people 
 kugira ngo abigereho	in order for him to achieve it
Impeta ifite amabuye yagaciro 	a ring that has gems
bagiye bagaragaza 	they hhowedave been shown 
kuko wavutse uri umuntu ukomeye	because you were born a great man 
niyo mpamvu nabivuze	 that's why I said it
bafata ko Noheli ari umusi mukuru 	they consider Christmas a holiday 
Byeri zengwaga n’inganda 	The beers were brewed by industries
imbeba ziri mu moko atandukanye	rats are of different types
nuko rero shaka ubwenge. 	so seek wisdom.
kumenya  ibibazo 	to identify problems 
abasirikare bakunda igihugu 	the  soldiers are too patriotism 
ibyo yari amaze kuvuga. 	 what she had just said.
akatujyana mu bwami  	and lead us into the kingdom of 
azabiguha  humura 	he will give it to you don't worry 
inshuti yawe ninziza	your friend is good
 gutanga ruswa kugira ngo arekurwe. 	 not give bribes for him to be released
Imibare irindwi y’inyuma ni amazina nyamubaro.	The last seven digits are numeric names.
abakire bazabikunda cyane 	the rich will like it a lot
bireba ibiremwa byo mwijuru 	it concerns the creatures of heaven 
gutungurwa	to be surprised
asa n’izuba rirashe	she looks like the sun rise
"urutare ruriho amajanja y’imbwa, "	"a rock with a dog's paws,"
varely akunda kumpamagara 	varely likes to call me 
Wakomotse kuri Karake ka Rugara 	who originated from Karake of Rugara
bigomba gutegurwa mbere	it must be prepared in advance
Pawulo yumvishe imbaraga z’umwanzi	"Paul felt the power of the enemy,"
nyuma yo kuvuga ko yatsinze.	after claiming victory.
ubu meze neza numukunzi wange 	Now I'm fine with my lover 
Ntabwo nshaka ko ibintu biba bityo. 	I don't want things to be like that.
azagera no muri Araba kandi agere no mu nyanja ; 	he will even reach the Araba and reach the sea;
gukoresha iby’abandi 	using of others 
Imana niyo nkuru	God is true.
"mu gihe cy’ubwigunge no gutereranwa,"	"in times of loneliness and abandonment,"
 umurimo w’intumwa Pawulo uhagarara. 	to stop the work of the apostle Paul.
ubuhanuzi bugomba kubaho.	prophecies must exist
Kuva ubwo rero umuntu wese	So since then everyone
Avuga ko ubwo yari yamaze kuhagera 	He says that he had already arrived 
gutanga kopi yo gusimbuza 	 to provide a copy of replacement 
"Uwo mwami nawe yagabaga ibitero,"	That king also used to attack
 bigaragaza mu zindi gahunda z’Igihugu	they show themsevels in other National programs
Narayimize ivugira mu nda	I swallowed it and it talked in my stomach
Abantu bake bagenzura ubuziranenge bwaryo.	Few people check its quality.
Hamwe nimirimo itagira iherezo 	and endless work
Bongera gukomeretsa Kristo	They again hurt Christ 
Kizito avuga ko kubera ukuntu yagiye ahura na Perezida Kagame 	Kizito says that the more he met President Kagame
 bagaha ibyishimo imiryango yabo	and they give happiness to their families
 mu buhagarike	in vertical
arikoza ibyombo 	he is washing the dishes 
 gutsinda no gutsindwa kw’ingabo  	victories and defeats of the army
 Byerekanishwe ingero.	show it with Give examples.
Habayeho umugabo akitwa Ngunda	There was a man named Ngunda
afite imyenda myishi 	he has many debts
birimo gukwirakwiza ibiyobyabwenge naruswa 	including spreading of  drugs and corruption 
"Umusaza John ufite umusatsi wera, "	"Elder John who has white hair,"
kuva kumurongo rusange 	from the general line
abanyarwanda ndetse n’abashinzwe umutekano 	Rwandans and security forces 
 nasanze aryamye	 I found him asleep
Umwe abyita intambwe iteye ubwoba 	One called it a horrible step
ukwizera kwe gukomeye 	his strong faith
bigisha iby’umuzuko 	they teach about resurrection 
Ibintu bijyanye n’ingorane 	things that relate to problems
Bakunda ubusabane hamwe nabandi	They love fellowship with others
Ako gakoko iyo kageze mu mubiri 	when that virus reaches the human body
Umunyabwenge nintwari yintambara 	The wise is the hero of war
Kuko utazareka ubugingo bwanjye 	For you will not let my soul go
ngo si ibyo gusa kuko binatera indwara z’umutima.	that it is not only that because it also causes heart disease.
Amagorwa yabo menshi 	Their plight 
tugarutse ku ishuri amahoro!	we are back at school safe!
banditse mu bitabo byabo	they wrote in their books
yigisha abayoboke be	he teaches his followers 
Aya maturo y’ubushake 	These voluntary offerings
ndamuhamagara araza yihuta 	I will call him he'll come quickly
 gahunda yo gutwara ibintu 	 transportation plan
abanyamuryango ba gahunda	members of program
bahagarariye imiryango yombi	they are representing both families
 baryoheje ubukwe kubera uburyo	 they made the wedding enjoyable because of the way
bamushyira mu nzu ararya.	they put him in the house and he ate.
kubyibuha 	to be fat
"narindi  wa Mwami w’I Shyunga,"	"I was that King of Shyunga,"
kigufi cyangwa se kinanutse	short or slender
Ibitangazamakuru biravuga iki kuri aya matora	What is the media saying about this election?
cyangwa ngo abure icyo kurya	or that he lacks food
cyangwa mu nkari z’umugore utwite	or in the urine of a pregnant woman
"ukuguru cyangwa ukuboko bikwiriye gucibwa,"	the leg or the hand should be amputated
Umubyeyi agurira umwana umugati 	A mother buys bread for the child
byoroshye noneho ninde wundi wabishakaga	make it easy now who else wanted it
"gushimagiza umwami,"	"praising the king,"
Umukristo ntakwiriye kwipfumbata	A Christian should not hug himself
 afasha mu kwimakaza umuco nyarwanda 	she helps to promote Rwandan culture
ndetse n’ibindi bimenyetso byose	and all other evidence
Umwe anyura aha 	one passes here
 bagatura i Bumbogo	and they reside in Bumbogo
ni ukwiringira Imana	it is to trust in God 
mvuye mumahugurwa I kigali 	I just came from training in kigali 
tumenye ukuri cyangwa tugume dushidikanya	we should know the truth or we contunue to doubt
kikaba giherereye mu gihugu cya Thailand 	located in the country of Thailand
Si ihame ngo ukorere mu ishyirahamwe	It is not a principle to work in cooperatives
ariko mu buryo bubi cyangwa butishimiwe.	but in a bad or unpleasant way.
nkuhaye inka n'imisozi	I give you cows and mountains
 inyandiko rusange. 	a public document.
Nanjye mbahaye ubwiza wampaye	I also give them the glory you gave me 
Kwemera ko twakoze ikintu kibi 	Acknowledging that we did something wrong
Joriji Baneti umuhungu w'igishwi wakijije nyina	"George Bennett, the fool boy who saved his mother"
asanga imodoka igiye guhaguruka 	found that the car was about to leave 
byari bimwe ku byiringiro 	it was one of the hopes 
Mutara yashakaga umugore 	Mutara wanted a wife 
gukemura impaka.	to resolve conflict 
gukoresha amavuta atujuje ubuziranenge	using substandard oils
ni  ubwoko  bwibimera bitandukanye	 it is a species of different plant
Ariko Imana Ibaha ubwenge bwinshi	But God give them much  knowledge 
amasomo ya mbere yakoreshwaga cyane	 the first lessons that were mostly used
Repubulika Iharanira Demokarasi ya Congo 	Democratic Republic of Congo
 iki kirego gikomeye 	 this serious accusation 
birangirika cyane	 they are severely damaged
ubutaka bufite ifumbire 	fertile soil 
bagakoresha igihe gito 	 they use a little time 
Binyuze mu kwizera Kristo 	Through faith in Christ
wabaye igihangange 	you have become a great
Amos Furaha avuga ko bakeneye ababyeyi	Amos Furaha says they need parents
 telephone zabo	their phones
wayobewe icyo ukora	you do not know what to do 
Aside n’ibindi bintu byinshi	acid and other many things 
bemeraga kwakira imico ye nk’isanzwe	they agreed to accept his character as normal
ibindi byinshi bishobora gufasha umuntu 	other many things that can help a person
Urunyuranyurane rw’ indimi zivugwa 	Differences in spoken languages
Reka yivuge 	Let him introduce himself
abagore bakunda abagabo 	women love men
Ni urugero rwiza rw’umuntu 	It is a good example of a person 
Urashaka ko ubutumwa bwaba ubuhe? 	what do you nwant the message to be?
kumva bahangayitse	to feel that they are anxious
"Iyo ibishyimbo bikonje, "	"When the beans are cold,"
Icyubahiro cy’Imana kigomba guhishurwa	The glory of God must be revealed 
"Yageze i Nyabugogo aho abagenzi bari bategereje imodoka,"	He arrived in Nyabugogo where passengers were waiting for a car
tike yabo ntabwo igikora 	their ticket does not work anymore
kandi buzana inyungu zivuye mu bintu bakoraga by’ibishushanyo	and it brings benefits from their design work
Iyo irenze ishobora kwitiranywa n’igika cy’umwandiko.	When it is over it can be confused with a paragraph of text.
Jya wibuka amatariki afatwa nk’ingirakamaro	Remember dates that are considered important
"kandi binyuze mu Itorero, ukwigaragaza guheruka"	"and through the Church, the last manifestation"
kubahiriza ibikubiye muri aya masezerano	compliance with the terms of this agreement
abayatsinze bazaba bagenewe ibimembo	the winners will be rewarded
Ntiwite ku iterabwoba OhBeowulf nshuti	Don’t mind the threat OhBeowulf buddy
ibibazo byo mu mutwe byaba bituruka ku ihungabana yagiriye	mental illness would have been the result of the trauma he suffered
amarira mu umusatsi we nimyambaro afite agahinda	tears in her hair and clothes in grief
Iyo mutabanje ngo mu byumvikaneho mbere	If you do not agree terms before hand
"kandi akazuka imbere y’imbaga nini yari yaramuteze amatwi, ibi ubwabyo byari insinzi."	"and he was raised up before the great multitude that had heard him, and this alone was a great victory."
ku bayitegura ndetse no ku bacuruzi baturiye aho ibera. 	to its organizers and local vendors.
ntikuvugana numukunzi wange 	I talked with my love
kuzanwa no kwicara ku ntebe ihenze ishobora kuzengurutsa umuntu.	brought about by sitting on an expensive chair that can spin a person.
atubwira imiterere ya Nyabarongo	He told us the nature of Nyabarongo:
Ubu hashize amezi atatu tumeranye neza 	We have been in good with each other for three months now
impunzi tuzikangurira kwitwara neza mu muhanda 	We encourage refugees to behave on the road
Nuko rero uko ni ko bikimeze no muri iki gihe; 	so this is how its like in this period 
"Aha twavuga ku mivugo n’indirimbo binyuranye,"	"Here we can talk about different poems and songs,"
ni gute ukora ibintu birenze nkibi 	how do you do all this cool stuff
ahubwo Ruganzu yahise abwira Cyenge nk’umugabirwa w’ingoma	"rather, Ruganzu immediately referred to Cyenge as a benefactor of the dynasty"
"ubufasha bukwiriye mu by’ubukungu,"	"appropriate financial assistance,"
Agaruka murukiko	He returned to court 
Uwo mukinnyi yarasubije ati: «Nyakubahwa	"""Sir,"" the player replied"
Isezerano rya kera ririmo inkingi z"iyobokamana amadini akomeye	The Old Testament contains the pillars of the great religion
Uku guhugurwa kw’abantu bashya bihannye kwari intambwe ikomeye 	This training of new repentant people was a big step
aciye mu muferege wo munsi y’ubutaka	he passed through the underground canal
"Ubwo twaracumbitse, bukeye bwaho tumanuka iya Bugesera"	"So we stayed, the next day we went down to Bugesera"
bifasha umusomyi kubona imbere ye	it helps the reader see in front of him
Ukwizera k’umukozi watoranyijwe kugomba gutsinda ikigeragezo cyose ahuye na cyo.	The faith of the chosen worker must overcome any temptation he may face.
inkota yagombaga guhatira icyemezo	the sword had to force a decision
ni ugutangira ukajya ukora ibintu bike bike bijya bikunezeza.	you have to start doing few things that make you happy.
Tom ntashobora kureba Mariya	Tom can't look at Mary
"mwajyaga mwumvira uretse igihe mpari gusa,"	"you used to listen except when I was only here,"
Ruganzu yahagaritse ibuye rya Bagege	Ruganzu stopped the Bagege stone
Iteka mvuga ko bizaba	I always say it will happen
bigaragara nkibifite intege nke n'intege nyinshi	it would appear to be weak and strong.
"i Korinto, muri Efeso no mu yindi midugudu ikomeye. "	"in Corinth, Ephesus, and other great cities."
amakinamico ku maradiyo no ku matereviziyo	theatrical performances on the radio and on television
mfite imbaraga zo kuguha amafaranga	I have the power to give you money
icyo kigo cyakira abana iyo mubijyaniye gusa	the center accepts children only when you take them yourselves
turi inzandiko zihora zisomwa n’abandi. 	we are letters that are always read by others.
yakomeje gutumbira icyo yashakaga guhabwa	he continued to focus on what he wanted to get
maze bose bemeza ko iryo hinduka riturutse ku byo Pawulo yakoraga.	and they all agree that this change is due to what Paul was doing.
mbifurije ibyiza mubyo mu rugendo rwanyu	best wishes on your journey
butuje nta kintu kizaduhagarika	calm down and nothing will stop us.
inyigo zerekeye imitekerereze ya muntu	studies of the persanal mind
Rukara  avuga ko ubusanzwe yinjiza amadorari magana atatu mu isaha. 	Rukara says he usually earns three hundred dollars an hour.
"Ibyishimo byinshi! Ibyishimo biraryoshye, bimaze iminsi ibiri."	"So much fun! Happiness is sweet, its been two days."
Hagati aho impaka zose zagombaga guhagarara	Meanwhile all the debates had to stop
bityo babe batangira ubusemuzi bidatinze	so they should start translating soon
"Ruganzu yasize ikirenge cye ku mpinga y’umusozi wa  Ruganda, "	"Ruganzu left his footprint on the top of Mount Ruganda,"
Mbega uburyo bitangaje ko imibereho ya Gikristo ya bene abo bantu irangwa n’ubugwingiri	How surprisingly that the Christian way of life of such people is plentiful
"Igihe Pawulo yamamazaga ubutumwa bwiza mu rusengero i Tesalonike ashize amanga,"	"When Paul boldly preached in the church in Thessalonica,"
akazi ka elegitoronike ni akazi kagoye	electronic work is hard work
"Nk’uko i Korinto hari hameze neza,"	just like the way in Corinth it was good
Amakosa atanu akomeye udakwiye gukora	Five major mistakes you should not make
umwana uri kuri Polo	a child that is on Polo
kwizera umana wumuntu  sibyiza 	its not good to believe in people
Ntidusunikwa mu rugo rwa Kamali	We are not pushed into the home of Kamali
